GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
BURGLARY OF VEHICLE           ,Theft,16-Nov-15,7108 CREEKSIDE DR                                                                                   ,7-Dec-15,78752.0
THEFT BY SHOPLIFTING          ,Theft,19-Aug-15,6306 E RIVERSIDE DR                                                                                 ,26-Oct-15,78741.0
THEFT                         ,Theft,20-Sep-15,604 BRAZOS ST                                                                                       ,21-Sep-15,78701.0
AUTO THEFT                    ,Auto Theft,10-Feb-15,2201 MONTOPOLIS DR                                                                                  ,11-Feb-15,78741.0
RAPE                          ,Rape,2-Aug-15,,20-Oct-15,78741.0
THEFT                         ,Theft,19-Nov-15,314 E HIGHLAND MALL BLVD                                                                            ,27-Nov-15,78752.0
THEFT                         ,Theft,29-Sep-15,316 E 6TH ST                                                                                        ,14-Oct-15,78701.0
THEFT                         ,Theft,17-Mar-15,2529 S 1ST ST                                                                                       ,17-Mar-15,78704.0
THEFT                         ,Theft,4-Oct-15,8800 S 1ST ST                                                                                       ,,78748.0
THEFT                         ,Theft,24-Jun-15,200 BLOCK E 6TH ST                                                                                  ,13-Jul-15,78701.0
THEFT                         ,Theft,28-Jul-15,10610 MORADO CIR                                                                                    ,2-Oct-15,78759.0
BURGLARY OF VEHICLE           ,Theft,10-Sep-15,2903 DOVER PL                                                                                       ,14-Sep-15,78757.0
AUTO THEFT                    ,Auto Theft,24-Feb-15,9220 N IH 35 SVRD SB                                                                                ,26-Feb-15,78753.0
THEFT OF LICENSE PLATE        ,Theft,13-Jan-15,55 N IH 35 SVRD NB                                                                                  ,13-Jan-15,78702.0
THEFT                         ,Theft,24-Aug-15,2121 E OLTORF ST                                                                                    ,24-Sep-15,78741.0
THEFT BY SHOPLIFTING          ,Theft,19-May-15,13609 N IH 35 SVRD NB                                                                               ,20-May-15,78753.0
THEFT                         ,Theft,4-Aug-15,2222 E OLTORF ST                                                                                    ,3-Sep-15,78741.0
THEFT                         ,Theft,29-Sep-15,7025 VILLAGE CENTER DR                                                                              ,1-Oct-15,78731.0
THEFT                         ,Theft,12-Feb-15,919 E 32ND ST                                                                                       ,19-Mar-15,78705.0
RAPE OF A CHILD               ,Rape,19-Aug-15,,27-Aug-15,78758.0
BURGLARY OF RESIDENCE         ,Burglary,10-May-15,2215 TOWN LAKE CIR                                                                                  ,13-May-15,78741.0
THEFT                         ,Theft,10-Jan-15,5404 SENDERO HILLS PKWY                                                                             ,13-Jan-15,78724.0
THEFT                         ,Theft,3-Feb-15,1201 ALTA VISTA AVE                                                                                 ,20-Aug-15,78704.0
BURGLARY OF VEHICLE           ,Theft,14-May-15,1409 VALLEYRIDGE DR                                                                                 ,18-May-15,78704.0
BURGLARY OF VEHICLE           ,Theft,12-Nov-15,6600 ELM CREEK DR                                                                                   ,24-Nov-15,78744.0
BURGLARY OF VEHICLE           ,Theft,21-Dec-15,1414 SHORE DISTRICT DR                                                                              ,22-Dec-15,78741.0
THEFT                         ,Theft,4-Nov-15,2909 N IH 35 SVRD NB                                                                                ,15-Dec-15,78722.0
THEFT                         ,Theft,20-Jul-15,3600 PRESIDENTIAL BLVD                                                                              ,,78719.0
THEFT FROM BUILDING           ,Theft,28-Jul-15,11921 N MOPAC EXPY NB                                                                               ,7-Aug-15,78758.0
THEFT                         ,Theft,2-Oct-15,2425 E RIVERSIDE DR                                                                                 ,,78741.0
BURGLARY NON RESIDENCE        ,Burglary,17-Apr-15,1701 W BEN WHITE BLVD EB                                                                            ,1-Sep-15,78745.0
AUTO THEFT                    ,Auto Theft,21-Sep-15,12250 RESEARCH BLVD SVRD SB                                                                         ,23-Sep-15,78759.0
BURGLARY OF RESIDENCE         ,Burglary,2-Feb-15,2900 SUNRIDGE DR                                                                                    ,9-Feb-15,78741.0
BURGLARY OF VEHICLE           ,Theft,10-Aug-15,4900 N LAMAR BLVD                                                                                   ,11-Aug-15,78756.0
THEFT                         ,Theft,17-Jun-15,101 E 33RD ST                                                                                       ,19-Jun-15,78705.0
THEFT                         ,Theft,14-Aug-15,509 E 7TH ST                                                                                        ,14-Aug-15,78701.0
THEFT                         ,Theft,6-Jan-15,10900 LAKELINE MALL DR                                                                              ,12-Feb-15,78717.0
BURGLARY OF RESIDENCE         ,Burglary,24-Apr-15,8114 EVADEAN CIR                                                                                    ,29-Apr-15,78745.0
THEFT OF BICYCLE              ,Theft,23-Mar-15,2907 WEST AVE                                                                                       ,26-Mar-15,78705.0
THEFT BY SHOPLIFTING          ,Theft,16-Sep-15,2525 W ANDERSON LN                                                                                  ,28-Sep-15,78757.0
THEFT                         ,Theft,7-Jun-15,407 E 45TH ST                                                                                       ,9-Jun-15,78751.0
THEFT FROM AUTO               ,Theft,19-Jul-15,1071 CLAYTON LN                                                                                     ,20-Jul-15,78723.0
THEFT FROM AUTO               ,Theft,10-Sep-15,6607 BRODIE LN                                                                                      ,10-Sep-15,78745.0
