GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
AGG ROBBERY/DEADLY WEAPON     ,Robbery,14-Sep-16,700 BLOCK SHADY LN                                                                                  ,28-Nov-16,78702.0
THEFT OF BICYCLE              ,Theft,2-Dec-16,W 7TH ST / LAVACA ST                                                                                ,6-Dec-16,78701.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,25-Nov-16,2303 BENDRIDGE TRL                                                                                  ,2-Dec-16,78744.0
BURGLARY OF VEHICLE           ,Theft,27-Dec-16,1211 MILFORD WAY                                                                                    ,27-Dec-16,78745.0
THEFT                         ,Theft,20-Mar-16,5935 CHERRY LOOP                                                                                    ,14-Apr-16,78745.0
BURGLARY OF VEHICLE           ,Theft,23-May-16,6712 BAY CITY BND                                                                                   ,25-Jul-16,78725.0
THEFT                         ,Theft,10-Oct-16,1901 CARLSON DR                                                                                     ,15-Dec-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,1-Jun-16,10900 LAKELINE MALL DR                                                                              ,23-Aug-16,78717.0
THEFT OF TRAILER              ,Theft,24-Jun-16,7315 DIXIE DR                                                                                       ,27-Jun-16,78744.0
BURGLARY OF VEHICLE           ,Theft,14-Apr-16,11024 COLONEL WINN LOOP                                                                             ,19-Apr-16,78748.0
THEFT                         ,Theft,5-Sep-16,1318 CAMINO LA COSTA                                                                                ,8-Sep-16,78752.0
BURGLARY OF VEHICLE           ,Theft,21-Jun-16,5605 AGATHA CIR                                                                                     ,22-Jun-16,78724.0
BURGLARY NON RESIDENCE        ,Burglary,24-Feb-16,4616 TRIANGLE AVE                                                                                   ,25-Feb-16,78751.0
THEFT BY SHOPLIFTING          ,Theft,12-Sep-16,9616 N LAMAR BLVD                                                                                   ,13-Sep-16,78758.0
DEADLY CONDUCT                ,Agg Assault,20-Feb-16,2502 LEON ST                                                                                        ,25-Feb-16,78705.0
RAPE                          ,Rape,13-Sep-16,,14-Sep-16,78721.0
BURGLARY OF VEHICLE           ,Theft,1-Mar-16,501 W 26TH ST                                                                                       ,23-Mar-16,78705.0
THEFT                         ,Theft,19-Sep-16,5808 BURNET RD                                                                                      ,23-Sep-16,78756.0
BURGLARY NON RESIDENCE        ,Burglary,21-Feb-16,8566 RESEARCH BLVD NB                                                                               ,8-Mar-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,12-Oct-16,409 W 38TH ST                                                                                       ,17-Oct-16,78705.0
AUTO THEFT                    ,Auto Theft,27-Jun-16,5904 TRACY LYNN LN                                                                                  ,29-Jun-16,78721.0
BURGLARY OF VEHICLE           ,Theft,9-Jan-16,12118 WALNUT PARK XING                                                                              ,18-Jan-16,78753.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,30-Oct-16,4400 GANYMEDE DR                                                                                    ,1-Nov-16,78727.0
BURGLARY NON RESIDENCE        ,Burglary,10-Feb-16,8300 N FM 620 RD                                                                                    ,16-Feb-16,78726.0
AUTO THEFT                    ,Auto Theft,26-Jun-16,2401 SAN GABRIEL ST                                                                                 ,29-Jun-16,78705.0
BURGLARY OF VEHICLE           ,Theft,8-Jun-16,10201 STONELAKE BLVD                                                                                ,10-Jun-16,78759.0
THEFT                         ,Theft,26-Oct-16,5900 E BEN WHITE BLVD WB                                                                            ,8-Dec-16,78741.0
THEFT                         ,Theft,3-Dec-16,12138 ROXIE DR                                                                                      ,24-Jan-17,78729.0
THEFT BY SHOPLIFTING          ,Theft,25-Sep-16,1706 E WILLIAM CANNON DR                                                                            ,26-Sep-16,78744.0
THEFT OF AUTO PARTS           ,Theft,1-Dec-16,9201 BROWN LN                                                                                       ,5-Dec-16,78754.0
THEFT                         ,Theft,19-Jan-16,1138 POQUITO ST                                                                                     ,18-Feb-16,78702.0
THEFT OF BICYCLE              ,Theft,30-Mar-16,1000 E 5TH ST                                                                                       ,1-Apr-16,78702.0
BURGLARY OF VEHICLE           ,Theft,25-Dec-16,306 CEDARBROOK CT                                                                                   ,13-Jan-17,78753.0
THEFT OF BICYCLE              ,Theft,27-Nov-16,12113 METRIC BLVD                                                                                   ,7-Dec-16,78758.0
BURGLARY OF VEHICLE           ,Theft,22-May-16,E 9TH ST / TRINITY ST                                                                               ,31-May-16,78701.0
BURGLARY NON RESIDENCE        ,Burglary,19-Jan-16,7000 CONVICT HILL RD                                                                                ,21-Jan-16,78749.0
AUTO THEFT                    ,Auto Theft,3-Nov-16,3050 TAMARRON BLVD                                                                                  ,3-Nov-16,78746.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,25-Apr-16,9207 N LAMAR BLVD                                                                                   ,3-Jul-16,78753.0
BURGLARY OF VEHICLE           ,Theft,18-Feb-16,5901 E STASSNEY LN                                                                                  ,24-Feb-16,78744.0
THEFT OF LICENSE PLATE        ,Theft,25-May-16,2915 AFTONSHIRE WAY                                                                                 ,30-May-16,78748.0
