Offense_Description,Report_Date,Full Address,Zip
Burglary,2-Mar-16,10610 MORADO CIR                                                                                    ,78759
Theft: Auto Theft,11-Nov-16,4301 W WILLIAM CANNON DR                                                                            ,78749
Burglary,29-Nov-16,8557 RESEARCH BLVD NB                                                                               ,78758
Agg Assault,1-Sep-16,2803 E 14TH ST                                                                                      ,78702
Agg Assault,14-Apr-16,5703 LIMEROCK HOLW                                                                                  ,78744
Agg Assault,28-Feb-16,6855 E US 290 HWY EB                                                                                ,78723
Burglary,21-Sep-16,5902 NORTH WEST PL                                                                                  ,78731
Theft,3-Apr-16,1603 E OLTORF ST                                                                                    ,78741
Theft,9-Apr-16,1157 SALINA ST                                                                                      ,78702
Theft,9-Feb-16,7003 YATES AVE                                                                                      ,78757
Theft,18-Mar-16,3220 DUVAL RD                                                                                       ,78759
Theft: Auto Theft,25-Jan-16,12349 METRIC BLVD                                                                                   ,78758
Theft,12-Dec-16,1907 PARAMOUNT AVE                                                                                  ,78704
Robbery,27-Aug-16,1306 MC KIE DR                                                                                      ,78752
Theft: Auto Theft,16-Aug-16,2500 E BEN WHITE BLVD SVRD WB                                                                       ,78741
Theft,19-Apr-16,12345 LAMPLIGHT VILLAGE AVE                                                                         ,78758
Agg Assault,26-Dec-16,5901 E STASSNEY LN                                                                                  ,78744
Theft,28-Mar-16,E 2ND ST / BRAZOS ST                                                                                ,78701
Theft,10-Dec-16,1900 BLOCK ROSEWOOD AVE                                                                             ,78702
Theft,15-Apr-16,4714 S CONGRESS AVE                                                                                 ,78745
Agg Assault,20-May-16,7401 N LAMAR BLVD                                                                                   ,78752
Theft,6-Oct-16,401 LITTLE TEXAS LN                                                                                 ,78745
Burglary,28-Apr-16,4509 E ST ELMO RD                                                                                   ,78744
Theft,9-Jan-16,6100 JAIN LN                                                                                        ,78721
Agg Assault,11-May-16,11551 SANDY LOAM TRL                                                                                ,78750
Theft,19-Feb-16,103 W 55TH HALF ST                                                                                  ,78751
Theft,22-Feb-16,9010 GALEWOOD DR                                                                                    ,78758
Theft,21-Apr-16,MC NEIL DR / W PARMER LN                                                                            ,78729
Theft,26-Jul-16,2701 E 7TH ST                                                                                       ,78702
Theft,9-Apr-16,2608 BAXTER DR                                                                                      ,78745
Theft,4-Feb-16,4011 MC KINNEY FALLS PKWY                                                                           ,78744
Theft,25-Oct-16,4920 N IH 35 SVRD SB                                                                                ,78751
Burglary,4-Jan-16,4813 GONZALES ST                                                                                    ,78702
Theft,20-Mar-16,3210 E MARTIN LUTHER KING JR BLVD                                                                   ,78723
Burglary,24-Nov-16,10617 HENDON ST                                                                                     ,78748
Theft,12-Nov-16,E 7TH ST / SAN JACINTO BLVD                                                                         ,78701
Theft,5-Mar-16,2810 RIO GRANDE ST                                                                                  ,78705
Theft: Auto Theft,13-Jun-16,12430 METRIC BLVD                                                                                   ,78758
Burglary,1-May-16,3630 S CONGRESS AVE                                                                                 ,78704
Theft,14-Aug-16,800 GUADALUPE ST                                                                                    ,78701
Theft,19-Jul-16,7748 W US 290 HWY                                                                                   ,78736
Agg Assault,4-Jan-16,2005 DEER RUN DR                                                                                    ,78744
Robbery,16-Feb-16,5426 MANCHACA RD                                                                                    ,78745
Burglary,10-Jun-16,3050 TAMARRON BLVD                                                                                  ,78746
Theft,14-Jul-16,13408 ALYSHEBA DR                                                                                   ,78617
Burglary,31-Jan-16,1109 S PLEASANT VALLEY RD                                                                           ,78741
Theft,17-Oct-16,701 W 51ST ST                                                                                       ,78751
Theft,15-Dec-16,8515 S IH 35 SVRD NB                                                                                ,78744
Theft,17-Dec-16,3708 ENFIELD RD                                                                                     ,78703
Burglary,11-May-16,9801 W PARMER LN                                                                                    ,78717
Burglary,24-Dec-16,11102 SCOTLAND WELL DR                                                                              ,78750
Agg Assault,23-Jan-16,9435 MIDDLE FISKVILLE RD                                                                            ,78753
Burglary,4-Jan-16,6600 ELM CREEK DR                                                                                   ,78744
Agg Assault,21-Mar-16,10107 RESEARCH BLVD SVRD NB                                                                         ,78759
Theft,21-Jun-16,4501 S CONGRESS AVE                                                                                 ,78745
Theft: Auto Theft,19-Mar-16,910 W ANDERSON LN                                                                                   ,78757
Theft,5-Sep-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Theft,10-Nov-16,11301 FARRAH LN                                                                                     ,78748
Theft,11-Sep-16,1800 BURTON DR                                                                                      ,78741
Theft,8-Nov-16,3915 GUADALUPE ST                                                                                   ,78751
Theft,14-Jun-16,3605 STECK AVE                                                                                      ,78759
Theft,5-Jun-16,2500 BURLESON RD                                                                                    ,78741
Agg Assault,23-Oct-16,E 7TH ST / RED RIVER ST                                                                             ,78701
Theft,15-Apr-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Theft,3-Sep-16,11228 DOMAIN DR                                                                                     ,78758
Agg Assault,9-Jan-16,6409 SPRINGDALE RD                                                                                  ,78723
Theft: Auto Theft,24-Apr-16,5353 AGATHA CIR                                                                                     ,78724
Burglary,14-Apr-16,1716 ROCKBRIDGE TER                                                                                 ,78741
Burglary,4-Jul-16,7320 E BEN WHITE BLVD WB                                                                            ,78741
Theft,16-Nov-16,2508 E RIVERSIDE DR                                                                                 ,78741
Robbery,21-Mar-16,403 E BEN WHITE BLVD EB                                                                             ,78745
Agg Assault,5-Feb-16,1101 REINLI ST                                                                                      ,78723
Theft,19-Dec-16,6202 HYLAWN DR                                                                                      ,78723
Agg Assault,12-Nov-16,9300 NORTHGATE BLVD                                                                                 ,78758
Burglary,26-Aug-16,9826 NORTH LAKE CREEK PKWY                                                                          ,78717
Theft,5-Dec-16,10221 DEER CHASE TRL                                                                                ,78747
Theft,24-Feb-16,9414 N LAMAR BLVD                                                                                   ,78758
Theft,4-Sep-16,3400 PALM WAY                                                                                       ,78758
Theft,10-May-16,600 E 6TH ST                                                                                        ,78701
Theft,23-Sep-16,2347 DOUGLAS ST                                                                                     ,78741
Theft,19-Apr-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Theft: Auto Theft,1-May-16,2108 S L DAVIS AVE                                                                                  ,78702
Burglary,4-Nov-16,6016 FAIRWAY ST                                                                                     ,78741
Burglary,15-Apr-16,12118 WALNUT PARK XING                                                                              ,78753
Theft: Auto Theft,14-Dec-16,6301 N LAMAR BLVD                                                                                   ,78752
Theft,19-Jun-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Burglary,23-Nov-16,4545 S LAMAR BLVD NB                                                                                ,78745
Theft,1-Jan-16,3909 N IH 35 NB                                                                                     ,78722
Burglary,17-May-16,7939 WHEEL RIM CIR                                                                                  ,78749
Theft,20-Sep-16,6201 E US 290 HWY EB                                                                                ,78723
Theft,7-Sep-16,4813 CREEK BEND DR                                                                                  ,78744
Theft,26-May-16,907 W SLAUGHTER LN                                                                                  ,78748
Agg Assault,6-Jan-16,12900 N IH 35 SVRD SB                                                                               ,78753
Theft,22-Oct-16,6704 ROCKRIDGE CT                                                                                   ,78744
Theft: Auto Theft,8-Jan-16,8524 BURNET RD                                                                                      ,78757
Theft,18-Dec-16,710 E BEN WHITE BLVD SVRD WB                                                                        ,78704
Theft,21-Jun-16,7625 E BEN WHITE BLVD EB                                                                            ,78744
Theft,22-Apr-16,10900 LAKELINE MALL DR                                                                              ,78717
Theft,15-Jun-16,9101 RESEARCH BLVD SVRD NB                                                                          ,78758
Theft,9-Aug-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Burglary,14-Feb-16,2308 WICKERSHAM LN                                                                                  ,78741
Burglary,28-Nov-16,2015 S IH 35 SVRD NB                                                                                ,78741
Burglary,23-Jan-16,6503 BLUFF SPRINGS RD                                                                               ,78744
Theft,4-Mar-16,2401 SAN GABRIEL ST                                                                                 ,78705
Theft,4-Jul-16,9422 N LAMAR BLVD                                                                                   ,78758
Theft,21-Nov-16,2110 W SLAUGHTER LN                                                                                 ,78748
Theft,9-Nov-16,3901 DUVAL ST                                                                                       ,78751
Theft,15-Jul-16,601 E 43RD ST                                                                                       ,78751
Burglary,12-Jun-16,9125 NORTH PLZ                                                                                      ,78753
Theft,23-Aug-16,9414 N LAMAR BLVD                                                                                   ,78758
Theft,6-Aug-16,1209 E 51ST ST                                                                                      ,78723
Theft,21-Jul-16,1100 S LAMAR BLVD                                                                                   ,78704
Burglary,1-Jul-16,5508 DELWOOD DR                                                                                     ,78723
Theft,15-Jan-16,2810 HEMPHILL PARK                                                                                  ,78705
Burglary,28-Oct-16,6215 PEGGY ST                                                                                       ,78723
Burglary,3-Mar-16,7418 CAMERON RD                                                                                     ,78752
Burglary,16-Jan-16,2101 ANDREW ZILKER RD                                                                               ,78746
Theft,9-Mar-16,1701 E PARMER LN                                                                                    ,78754
Theft,26-Apr-16,2612 LOST CREEK BLVD                                                                                ,78746
Burglary,22-Aug-16,5400 W PARMER LN                                                                                    ,78727
Theft,17-Sep-16,12416 PALOMA BLANCA WAY                                                                             ,78617
Robbery,23-Feb-16,1820 ROSEWOOD AVE                                                                                   ,78702
Theft,1-Dec-16,9013 QUICK STREAM DR                                                                                ,78724
Burglary,28-Dec-16,112 BIRNAM WOOD CT                                                                                  ,78746
Theft,6-Nov-16,12152 LOMA VISTA CIR                                                                                ,78617
Theft,1-Jul-16,5500 RAIN CREEK PKWY                                                                                ,78759
Theft,9-Mar-16,3506 DARBY ST                                                                                       ,78721
Theft,22-Dec-16,401 LITTLE TEXAS LN                                                                                 ,78745
Theft,15-Jan-16,1240 BARTON HILLS DR                                                                                ,78704
Theft,22-Aug-16,6314 THURGOOD AVE                                                                                   ,78721
Theft: Auto Theft,30-Jun-16,11405 N IH 35 SVRD NB                                                                               ,78753
Theft,3-May-16,6008 SPEYSIDE DR                                                                                    ,78653
Theft,2-Aug-16,11200 LAKELINE MALL DR                                                                              ,78613
Theft,14-Apr-16,2407 LAKE AUSTIN BLVD                                                                               ,78703
Burglary,17-Oct-16,5000 SPRINGDALE RD                                                                                  ,78723
Theft,5-Jan-16,5216 FELLER CV                                                                                      ,78617
Theft,29-Jan-16,7200 BLOCK WALDON DR                                                                                ,78750
Robbery,18-Apr-16,6808 S IH 35 SVRD SB                                                                                ,78745
Burglary,29-Jan-16,12501 TECH RIDGE BLVD                                                                               ,78753
Theft,6-Dec-16,701 CONGRESS AVE                                                                                    ,78701
Theft,30-Aug-16,6603 N IH 35 NB                                                                                     ,78752
Theft,17-Oct-16,4008 VALLEY VIEW RD                                                                                 ,78704
Theft,22-Dec-16,2405 ELMGLEN DR                                                                                     ,78704
Burglary,27-May-16,9103 TOPRIDGE DR                                                                                    ,78750
Theft,15-Nov-16,9041 RESEARCH BLVD NB                                                                               ,78758
Theft,4-Aug-16,13435 N US 183 HWY SVRD NB                                                                          ,78729
Theft,28-Aug-16,5800 E WILLIAM CANNON DR                                                                            ,78744
Theft: Auto Theft,7-Feb-16,1425 E RUNDBERG LN                                                                                  ,78753
Theft,21-Mar-16,5301 BANTOM WOODS BND                                                                               ,78724
Theft,10-Feb-16,2017 BLUEBONNET LN                                                                                  ,78704
Theft,17-Aug-16,400 E 6TH ST                                                                                        ,78701
Agg Assault,30-Sep-16,11601 DOMAIN DR                                                                                     ,78758
Theft,12-Sep-16,11406 BUNTING DR                                                                                    ,78759
Theft,20-Mar-16,807 JESSIE ST                                                                                       ,78704
Theft,31-Oct-16,11821 BITTERN HOLW                                                                                  ,78758
Theft,15-Jun-16,2904 BARTON SKWY                                                                                    ,78746
Theft,5-Mar-16,1509 S LAMAR BLVD                                                                                   ,78704
Burglary,19-Jan-16,6534 S CONGRESS AVE                                                                                 ,78745
Theft,14-Dec-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Theft: Auto Theft,29-Dec-16,9218 BALCONES CLUB DR                                                                               ,78750
Theft,4-Feb-16,9300 S IH 35 SVRD SB                                                                                ,78748
Robbery,15-Aug-16,1070 MEARNS MEADOW BLVD                                                                             ,78758
Agg Assault,24-Jun-16,1604 WHELESS LN                                                                                     ,78723
Agg Assault,20-Apr-16,1600 WICKERSHAM LN                                                                                  ,78741
Theft,4-Oct-16,140 W SLAUGHTER LN                                                                                  ,78748
Theft,4-Apr-16,900 E 7TH ST                                                                                        ,78702
Theft,15-Nov-16,3000 N IH 35 SB                                                                                     ,78705
Theft,11-Sep-16,11702 CARSHALTON DR                                                                                 ,78758
Theft,22-Oct-16,E 8TH ST / RED RIVER ST                                                                             ,78701
Agg Assault,10-Jan-16,1714 PATTON LN                                                                                      ,78723
Theft,4-Sep-16,2401 LONGVIEW ST                                                                                    ,78705
Burglary,19-Jul-16,1605 KIMMERLING LN                                                                                  ,78758
Theft,31-Jan-16,5501 BUFFALO PASS                                                                                   ,78745
Theft,11-Jul-16,4301 W WILLIAM CANNON DR                                                                            ,78749
Theft,18-Mar-16,6900 BRODIE LN                                                                                      ,78749
Theft,24-Oct-16,6201 SNEED CV                                                                                       ,78744
Theft,3-Jul-16,3606 S 2ND ST                                                                                       ,78704
Theft,24-Jun-16,5621 N IH 35 SVRD NB                                                                                ,78723
Theft,25-Feb-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Burglary,17-Sep-16,8423 MAINE DR                                                                                       ,78758
Agg Assault,20-Dec-16,2114 W SLAUGHTER LN                                                                                 ,78748
Theft,19-Sep-16,5621 N IH 35 SVRD NB                                                                                ,78723
Theft,14-Dec-16,E 5TH ST / BRAZOS ST                                                                                ,78701
Theft,3-Dec-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746
Theft,21-Apr-16,1803 GOLDEN PHEASANT DR                                                                             ,78758
Theft,9-Feb-16,6607 HIGHPOINT DR                                                                                   ,78723
Burglary,7-Jul-16,8405 CROSS PARK DR                                                                                  ,78754
Theft,1-Jun-16,3543 GREYSTONE DR                                                                                   ,78731
Theft,8-Dec-16,5204 MAVERICK DR                                                                                    ,78727
Theft,23-Mar-16,3311 ESPERANZA XING                                                                                 ,78758
Theft,30-Jan-16,1909 SAN GABRIEL ST                                                                                 ,78705
Burglary,14-Apr-16,11609 PRAIRIE HEN LN                                                                                ,78758
Theft,1-Jan-16,3200 S 1ST ST                                                                                       ,78704
Theft: Auto Theft,31-Jan-16,600 GUADALUPE ST                                                                                    ,78701
Burglary,3-Oct-16,1005 W STASSNEY LN                                                                                  ,78745
Theft,10-Oct-16,401 CONGRESS AVE                                                                                    ,78701
Agg Assault,5-Apr-16,1801 E 51ST ST                                                                                      ,78723
Theft,14-Sep-16,2400 S CONGRESS AVE                                                                                 ,78704
Theft,3-Mar-16,6207 FM 2222 RD                                                                                     ,78730
Theft,17-Nov-16,1708 SHAG BARK TRL                                                                                  ,78758
Burglary,20-Mar-16,8912 N LAMAR BLVD                                                                                   ,78758
Theft: Auto Theft,23-Apr-16,2911 GOLDBRIDGE DR                                                                                  ,78745
Burglary,29-Jun-16,4501 MERLE DR                                                                                       ,78745
Theft,30-Jul-16,745 BASTROP HWY NB                                                                                  ,78742
Theft,30-Jun-16,9607 RESEARCH BLVD SVRD NB                                                                          ,78759
Theft,7-Sep-16,9009 N FM 620 RD                                                                                    ,78726
Theft,9-Aug-16,11220 LOS ARBOLES CIR                                                                               ,78617
Burglary,22-Mar-16,900 CHICON ST                                                                                       ,78702
Theft,8-Dec-16,6813 LANGSTON DR                                                                                    ,78723
Burglary,31-May-16,8407 SUMMER TREE CT                                                                                 ,78759
Robbery,5-Jan-16,7200 CAMERON RD                                                                                     ,78752
Theft,14-Sep-16,613 CONGRESS AVE                                                                                    ,78701
Theft,21-Jul-16,2800 BARTONS BLUFF LN                                                                               ,78746
Theft,2-Aug-16,5329 N IH 35 SVRD NB                                                                                ,78723
Theft,17-Sep-16,13014 POND SPRINGS RD                                                                               ,78729
Theft,25-Jul-16,919 E 32ND ST                                                                                       ,78705
Theft,26-Jun-16,2508 E RIVERSIDE DR                                                                                 ,78741
Theft,29-Jun-16,12307 BURR RIDGE DR                                                                                 ,78729
Theft,11-Apr-16,12117 JEKEL CIR                                                                                     ,78727
Agg Assault,23-Aug-16,6502 BRUSHY RIDGE CV                                                                                ,78744
Theft,2-Jan-16,2250 E BEN WHITE BLVD SVRD WB                                                                       ,78741
Theft,1-Nov-16,111 E CESAR CHAVEZ ST                                                                               ,78701
Theft,23-Apr-16,3324 NORTHLAND DR                                                                                   ,78731
Agg Assault,2-Mar-16,1930 W RUNDBERG LN                                                                                  ,78758
Theft,15-Nov-16,2400 NUECES ST                                                                                      ,78705
Theft,29-May-16,8901 BUSINESS PARK DR                                                                               ,78759
Theft,3-Nov-16,7312 SAFFRON ST                                                                                     ,78749
Theft,19-Jul-16,5928 SIGNAL PT                                                                                      ,78724
Robbery,24-Apr-16,6203 HOGAN AVE                                                                                      ,78741
Theft,8-Jul-16,4404 E OLTORF ST                                                                                    ,78741
Theft,21-Nov-16,9331 LIGHTWOOD LOOP                                                                                 ,78748
Burglary,12-Sep-16,9301 OLD BEE CAVES RD                                                                               ,78735
Theft,30-Mar-16,9300 S IH 35 SVRD SB                                                                                ,78748
Theft,15-May-16,6512 WALEBRIDGE LN                                                                                  ,78739
Robbery,20-May-16,900 BLOCK N IH 35 SVRD SB                                                                           ,78701
Theft,27-Oct-16,9901 N LAMAR BLVD                                                                                   ,78753
Theft,25-Aug-16,4701 S IH 35 SVRD NB                                                                                ,78744
Theft,21-Jan-16,2021 GUADALUPE ST                                                                                   ,78705
Agg Assault,25-Aug-16,11300 POLLYANNA AVE                                                                                 ,78753
Theft,23-Nov-16,8965 RESEARCH BLVD NB                                                                               ,78758
Theft,7-Mar-16,11915 STONEHOLLOW DR                                                                                ,78758
Agg Assault,10-Jan-16,6430 S IH 35 SVRD SB                                                                                ,78745
Theft,9-Feb-16,5300 S MOPAC EXPY SVRD SB                                                                           ,78749
Burglary,13-Jun-16,4706 ARAPAHOE PASS                                                                                  ,78745
Theft,23-Feb-16,3715 S 1ST ST                                                                                       ,78704
Theft,30-Apr-16,500 CANYON RIDGE DR                                                                                 ,78753
Theft,11-Jun-16,3101 S LAMAR BLVD                                                                                   ,78704
Theft,1-Aug-16,3501 LOYOLA LN                                                                                      ,78723
Burglary,1-Dec-16,1500 ROYAL CREST DR                                                                                 ,78741
Theft: Auto Theft,11-Jul-16,6408 BURNS ST                                                                                       ,78752
Burglary,18-Sep-16,309 E 6TH ST                                                                                        ,78701
Theft,15-Jul-16,3306 MERRIE LYNN AVE                                                                                ,78722
Burglary,2-Nov-16,615 W SLAUGHTER LN                                                                                  ,78748
Burglary,31-Mar-16,500 E ANDERSON LN SVRD WB                                                                           ,78753
Theft,4-May-16,2300 W BEN WHITE BLVD SVRD WB                                                                       ,78704
Theft,4-Nov-16,1030 NORWOOD PARK BLVD                                                                              ,78753
Theft,17-Oct-16,3201 CASEYBRIDGE CT                                                                                 ,78744
Burglary,23-Aug-16,9826 NORTH LAKE CREEK PKWY                                                                          ,78717
Theft,4-Mar-16,10515 N MOPAC EXPY NB                                                                               ,78758
Theft,9-Sep-16,1200 E PARMER LN                                                                                    ,78753
Burglary,30-Jan-16,8720 LITTLE LAURA DR                                                                                ,78757
Burglary,23-Aug-16,9826 NORTH LAKE CREEK PKWY                                                                          ,78717
Burglary,3-Apr-16,5412 N LAMAR BLVD                                                                                   ,78756
Burglary,4-Nov-16,12187 RUNNING BIRD LN                                                                               ,78758
Theft,23-Nov-16,9501 N FM 620 RD                                                                                    ,78726
Theft,9-Jun-16,9819 BRIAR RIDGE DR                                                                                 ,78748
Theft,12-Feb-16,9828 GREAT HILLS TRL                                                                                ,78759
Theft,27-Jul-16,1010 E CESAR CHAVEZ ST                                                                              ,78702
Theft,30-Oct-16,613 E 7TH ST                                                                                        ,78701
Theft,13-May-16,1716 SHELBOURNE DR                                                                                  ,78752
Theft: Auto Theft,2-May-16,1919 BITTER CREEK DR                                                                                ,78744
Theft,18-Aug-16,710 E BEN WHITE BLVD SVRD EB                                                                        ,78745
Theft: Auto Theft,24-Dec-16,317 W 35TH ST                                                                                       ,78705
Theft,2-Aug-16,603 DAVIS ST                                                                                        ,78701
Burglary,1-Mar-16,10210 ANNIE OAKLEY TRL                                                                              ,78753
Theft: Auto Theft,21-Apr-16,3755 S CAPITAL OF TEXAS HWY NB                                                                      ,78704
Theft,14-Sep-16,3203 HELMS ST                                                                                       ,78705
Burglary,1-Aug-16,405 E BEN WHITE BLVD SVRD EB                                                                        ,78745
Theft,24-Sep-16,9717 N LAMAR BLVD                                                                                   ,78753
Robbery,3-Apr-16,1502 E 6TH ST                                                                                       ,78702
Burglary,2-Jul-16,8530 MAINE DR                                                                                       ,78758
Theft,10-Jan-16,9300 S IH 35 SVRD SB                                                                                ,78748
Burglary,8-Feb-16,1516 FERGUSON LN                                                                                    ,78754
Theft,12-Jul-16,8517 CAHILL DR                                                                                      ,78729
Theft,13-Jun-16,1601 E ST ELMO RD                                                                                   ,78744
Robbery,10-Sep-16,6105 TECHNI CENTER DR                                                                               ,78721
Theft,14-Feb-16,9900 S IH 35 SVRD SB                                                                                ,78748
Robbery,2-Mar-16,9200 NORTH PLZ                                                                                      ,78753
Theft,4-Sep-16,1500 E RIVERSIDE DR                                                                                 ,78741
Theft: Auto Theft,7-Dec-16,12901 NOCHE CLARA DR                                                                                ,78617
Theft,31-Aug-16,7101 S MOPAC EXPY SVRD NB                                                                           ,78749
Theft,2-Jan-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746
Theft,12-Feb-16,419 TILLERY ST                                                                                      ,78702
Agg Assault,22-Jan-16,1881 GROVE BLVD                                                                                     ,78741
Theft,10-Oct-16,2100 BARTON SPRINGS RD                                                                              ,78746
Theft: Auto Theft,10-Sep-16,9600 S IH 35 SVRD SB                                                                                ,78748
Theft,22-Mar-16,2116 CAMPFIELD PKWY                                                                                 ,78745
Theft,29-Sep-16,8611 MELSHIRE DR                                                                                    ,78757
Theft,19-Oct-16,9600 S IH 35 NB                                                                                     ,78744
Theft,5-Nov-16,10721 YORKTOWN TRL                                                                                  ,78726
Theft,24-Oct-16,4600 W GUADALUPE ST                                                                                 ,78751
Theft: Auto Theft,19-Jun-16,11612 FAST HORSE DR                                                                                 ,78759
Burglary,10-Aug-16,5805 WELLINGTON DR                                                                                  ,78723
Theft,21-Dec-16,1015 W WILLIAM CANNON DR                                                                            ,78745
Theft,15-May-16,7208 CREEKSIDE DR                                                                                   ,78752
Theft,23-Mar-16,1000 MUSE LN                                                                                        ,78702
Theft,2-Oct-16,1900 ONION CREEK PKWY                                                                               ,78748
Theft,10-Oct-16,3600 PRESIDENTIAL BLVD                                                                              ,78719
Burglary,5-Nov-16,503 COLORADO ST                                                                                     ,78701
Theft,15-Oct-16,6600 MANOR RD                                                                                       ,78723
Agg Assault,10-Sep-16,2201 WILLOW CREEK DR                                                                                ,78741
Theft,29-May-16,7631 W US 290 HWY                                                                                   ,78749
Theft,10-Feb-16,9273 VIGEN CIR                                                                                      ,78748
Burglary,7-Jul-16,12218 SCRIBE DR                                                                                     ,78759
Theft,18-Nov-16,2212 SAN GABRIEL ST                                                                                 ,78705
Theft,17-Apr-16,1201 BARBARA JORDAN BLVD                                                                            ,78723
Theft,6-Oct-16,4101 LEWIS LN                                                                                       ,78756
Theft: Auto Theft,18-Apr-16,4701 S IH 35 SVRD NB                                                                                ,78744
Theft,20-Dec-16,6800 MANCHACA RD                                                                                    ,78745
Theft,12-Sep-16,10225 RESEARCH BLVD NB                                                                              ,78759
Burglary,7-Mar-16,304 E BEN WHITE BLVD WB                                                                             ,78704
Theft,19-Apr-16,6205 DUCHESS DR                                                                                     ,78724
Theft,30-Apr-16,1114 CAMINO LA COSTA                                                                                ,78752
Burglary,29-May-16,5805 LOBLOLLY LN                                                                                    ,78744
Theft: Auto Theft,16-Nov-16,904 BEDFORD ST                                                                                      ,78702
Theft,15-Feb-16,4600 MUELLER BLVD                                                                                   ,78723
Burglary,30-Apr-16,1917 MANOR RD                                                                                       ,78722
Theft,11-Jan-16,4017 VICTORY DR                                                                                     ,78704
Theft,7-May-16,12900 N IH 35 SVRD SB                                                                               ,78753
Theft,29-Jun-16,500 E RIVERSIDE DR                                                                                  ,78704
Theft,12-May-16,3023 E 13TH ST                                                                                      ,78702
Theft,28-Jul-16,9913 JASMINE CREEK DR                                                                               ,78726
Theft,6-Dec-16,5700 W SLAUGHTER LN                                                                                 ,78749
Theft,17-Jun-16,3401 S LAMAR BLVD                                                                                   ,78704
Theft,29-Sep-16,7501 BLUFF SPRINGS RD                                                                               ,78744
Theft,29-Jan-16,710 ROBERT E LEE RD                                                                                 ,78704
Burglary,29-Jul-16,8956 RESEARCH BLVD NB                                                                               ,78758
Theft: Auto Theft,16-Jun-16,1009 W 26TH ST                                                                                      ,78705
Theft,14-Mar-16,12429 PALOMA BLANCA WAY                                                                             ,78617
Theft,27-Aug-16,CROSBY CIR / BEN CRENSHAW WAY                                                                       ,78746
Theft,4-Jan-16,7301 DIXIE DR                                                                                       ,78744
Agg Assault,15-Jul-16,11611 APRIL DR                                                                                      ,78753
Theft,10-Nov-16,1807 ANITA DR                                                                                       ,78704
Theft,15-Apr-16,12330 N IH 35 SVRD SB                                                                               ,78753
Theft,13-Jul-16,8965 RESEARCH BLVD NB                                                                               ,78758
Theft,17-Apr-16,500 CONGRESS AVE                                                                                    ,78701
Burglary,11-Nov-16,9125 NORTH PLZ                                                                                      ,78753
Theft,1-Sep-16,8700 CAMERON RD                                                                                     ,78753
Theft,8-Sep-16,6405 S IH 35 SVRD NB                                                                                ,78744
Theft,3-Oct-16,7104 NORTHEAST DR                                                                                   ,78723
Theft,30-Jul-16,1105 CLAYTON LN                                                                                     ,78723
Theft,26-Nov-16,12820 N LAMAR BLVD                                                                                  ,78753
Agg Assault,4-Apr-16,4408 S CONGRESS AVE                                                                                 ,78745
Burglary,4-Jan-16,3851 MANOR RD                                                                                       ,78723
Robbery,27-Nov-16,1705 FRONTIER VALLEY DR                                                                             ,78741
Agg Assault,28-Dec-16,707 CARPENTER AVE                                                                                   ,78753
Theft,22-Mar-16,10107 RESEARCH BLVD SVRD NB                                                                         ,78759
Theft,2-Dec-16,14028 N US 183 HWY SVRD SB                                                                          ,78613
Theft,17-Feb-16,2401 SAN GABRIEL ST                                                                                 ,78705
Burglary,31-Aug-16,7077 GRAND CANYON DR                                                                                ,78752
Burglary,28-Nov-16,1201 LADY BIRD LN                                                                                   ,78741
Theft,9-Aug-16,3410 CAROL ANN DR                                                                                   ,78723
